danceability,energy,audio_valence,acousticness,tempo,instrumentalness,speechiness,loudness
0.502532928064843,0.6823424488691592,0.48170731707317077,0.005541150252985199,0.6894246403486327,2.94e-05,0.03124335812964931,0.8592421876936039
0.5491388044579535,0.8536971531069314,0.37601626016260165,0.01034035195497891,0.43437136324994424,0.0,0.05292242295430394,0.8019478105717047
0.7467071935157041,0.4628881785295561,0.32926829268292684,0.008201795548023553,0.51123317293804,0.447,0.08416578108395326,0.7667335761901222
0.4569402228976697,0.9709398454801439,0.201219512195122,0.0265050271437025,0.5053029490174069,0.00355,0.11370882040382572,0.8383515475924962
0.452887537993921,0.766516689547363,0.5833333333333334,0.0009568082087793905,0.7098564695978011,0.0,0.0332624867162593,0.8352043218595891
0.32016210739615,0.9458879881354404,0.3252032520325204,0.00898492888014805,0.7838088792413275,1.85e-06,0.13177470775770458,0.8821896761083439
0.5886524822695035,0.8877676790957282,0.7357723577235774,0.0005050005171692043,0.373798067002864,0.0011099999999999,0.0663124335812965,0.8700468366664189
0.6210739614994935,0.9539045824857455,0.5457317073170732,0.0014849211994172927,0.43350473344943424,0.000582,0.09086078639744954,0.8755978489827274
0.33434650455927056,0.9368693194913472,0.23780487804878042,0.0010833143624303712,0.6112298714911809,0.0,0.09744952178533477,0.8700220553614353
0.5491388044579535,0.9058050163839148,0.38008130081300817,0.0017258853016094455,0.6330441816125917,0.0104,0.05738575982996812,0.8206329145292791
0.6372847011144884,0.8977884220336096,0.9451219512195124,0.04256930062317935,0.6683118876847778,0.0,0.05132837407013816,0.8764404133521672
0.502532928064843,0.8637178960448127,0.24695121951219515,0.00461745452791528,0.45402322567865366,0.0,0.040488841657810845,0.8578048720045598
0.6555217831813577,0.964927399717415,0.8892276422764228,0.004356410083873781,0.5238653339826178,0.0036,0.06376195536663125,0.8560206180457464
0.6261398176291794,0.9388734680789234,0.8892276422764228,0.017970881857730416,0.377417278122137,0.0,0.04845908607863975,0.8754243798478428
0.425531914893617,0.9298547994348302,0.3048780487804878,0.0003533939362065411,0.5249465578289685,0.0007469999999999,0.12858660998937302,0.864099323470374
0.28166160081053704,0.6763300031064303,0.5020325203252033,0.00042367513267935273,0.43143720235393157,0.000899,0.03942614240170032,0.7421257403414864
0.6676798378926039,0.7785415810728208,0.633130081300813,0.0013644391483211159,0.4540397329129491,6.79e-06,0.04027630180658874,0.8015513096919684
0.3748733535967579,0.9448859138416522,0.35060975609756095,0.007037135720761481,0.5377850593022392,2.9e-06,0.08150903294367695,0.8373355140881719
0.574468085106383,0.7955768440672192,0.6453252032520326,0.09417577917599876,0.7018050660702052,0.0,0.1424017003188098,0.8371868262582708
0.552178318135765,0.8657220446323891,0.5518292682926829,0.006665649396548579,0.4085953168976304,1.12e-05,0.030393198724760897,0.8192699427551855
0.3130699088145897,0.9128195364404318,0.3069105691056911,0.0014045998320199083,0.7553504073160062,0.000271,0.06865037194473965,0.8645453869600773
0.27963525835866265,0.7154109005641678,0.1758130081300813,0.005541150252985199,0.5654883252585445,0.000417,0.0459086078639745,0.8279929621093847
0.5248226950354611,0.5380437505636667,0.6981707317073171,0.013754010069367743,0.70549030612666,0.000398,0.05164718384697131,0.8165439992069983
0.5876393110435664,0.9819626627118134,0.8750000000000001,0.017167668183756573,0.553021236556921,1.07e-05,0.06376195536663125,0.8962158947290164
0.6099290780141844,0.9058050163839148,0.41768292682926833,0.00020178735524407866,0.5283099068166623,0.064,0.08235919234856537,0.8604564716377965
0.6656534954407296,0.2905313999979958,0.30284552845528456,0.8755018805340544,0.4290766678496851,0.0,0.031137088204038262,0.6987336753153421
0.4457953394123607,0.9328610223161946,0.5030487804878049,0.01023995024573218,0.6497164882509759,0.0,0.06206163655685442,0.8495031348350804
0.3850050658561297,0.9889771827683305,0.7815040650406505,2.5481953806820166e-05,0.7680527241063395,7.859999999999999e-05,0.06790648246546228,0.9101182068247714
0.2198581560283688,0.9058050163839148,0.23983739837398374,0.00028913684228873404,0.40009409123548395,0.00011,0.07991498405951117,0.8590439372537357
0.7234042553191491,0.7254316435020493,0.5995934959349594,0.01566164254505562,0.412631335682863,0.0,0.04272051009564294,0.8018486853517706
0.5896656534954409,0.5971661338971671,0.684959349593496,0.00019375521850434024,0.6922226165617081,0.000273,0.05441020191285867,0.8201868510395758
0.6220871327254306,0.568105979377311,0.524390243902439,0.008000992129530092,0.44507217788195674,0.0,0.029330499468650375,0.8249944242063787
0.5157041540020264,0.7745332838976682,0.083739837398374,0.0018965682073287867,0.4808928763030398,0.000549,0.0359192348565356,0.8602582211979283
0.5045592705167173,0.830649444349804,0.46036585365853655,0.004627494698839953,0.36869733160557616,0.0,0.044739638682252926,0.8329244418011053
0.6068895643363729,0.9328610223161946,0.7032520325203253,0.00507930239045024,0.39713929629660194,0.0,0.19128586609989376,0.8782494486159641
0.5815602836879432,0.9118174621466436,0.5823170731707317,0.0006194584657104768,0.40473675088107364,0.0,0.07598299681190224,0.8324535970064184
0.4387031408308004,0.9599170282484744,0.37093495934959353,0.0009196595763582006,0.7138718543401645,0.0,0.04580233793836345,0.8606051594676976
